ip;city;region;country;loc;org;timezone;hostname;postal;error
212.160.118.101;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;delta.pwsz.bialapodlaska.pl;00-002;
196.203.210.158;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
110.78.136.14;Bangkok;Bangkok;TH;13.7540,100.5014;AS131090 CAT TELECOM Public Company Ltd,CAT;Asia/Bangkok;;10200;
41.224.56.54;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37492 Orange Tunisie;Africa/Tunis;;;
223.27.192.10;Bangkok;Bangkok;TH;13.7540,100.5014;AS38794 UIH;Asia/Bangkok;;10200;
187.188.137.150;Ciudad Apodaca;Nuevo León;MX;25.7819,-100.1884;AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV;America/Monterrey;fixed-187-188-137-150.totalplay.net;66600;
102.159.122.10;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
177.229.209.49;Morelia;Michoacán;MX;19.7008,-101.1844;AS262916 Mega Cable, S.A. de C.V.;America/Mexico_City;customer-gdl-209-49.megared.net.mx;58000;
45.167.159.241;Aguascalientes;Aguascalientes;MX;21.8823,-102.2826;AS263157 Tu Casa Inalambrica de Mexico;America/Mexico_City;;20000;
119.63.90.250;Bangkok;Bangkok;TH;13.7540,100.5014;AS38794 UIH;Asia/Bangkok;;10200;
110.170.155.2;Bangkok;Bangkok;TH;13.7540,100.5014;AS7470 TRUE INTERNET Co.,Ltd.;Asia/Bangkok;110-170-155-2.static.asianet.co.th;10200;
186.96.169.220;Mexico City;Mexico City;MX;19.4285,-99.1277;AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV;America/Mexico_City;fixed-186-96-169-220.totalplay.net;03020;
83.0.101.205;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;83.0.101.205.internetdsl.tpnet.pl;00-002;
196.203.248.78;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
155.133.121.20;Chmielno;Lower Silesia;PL;51.1413,15.6109;AS2821 MAXNET sp. z o.o.;Europe/Warsaw;;56-600;
149.156.29.4;Kraków;Lesser Poland;PL;50.0614,19.9366;AS8267 Academic Computer Centre CYFRONET AGH;Europe/Warsaw;;30-101;
41.226.33.182;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
61.19.32.65;Chiang Rai;Chiang Rai;TH;19.9086,99.8325;AS9931 The Communication Authoity of Thailand, CAT;Asia/Bangkok;;57000;
159.192.204.108;Bangkok;Bangkok;TH;13.7540,100.5014;AS131090 CAT TELECOM Public Company Ltd,CAT;Asia/Bangkok;;10200;
201.132.83.2;Puebla;Puebla;MX;19.0379,-98.2035;AS262916 Mega Cable, S.A. de C.V.;America/Mexico_City;customer-pue-mca-83-2.megared.net.mx;72270;
188.65.43.199;Warsaw;Mazovia;PL;52.2298,21.0118;AS41421 StarNet Telecom Sp. z o.o.;Europe/Warsaw;ip-188-65-43-199.rev.snt.net.pl;00-002;
196.203.179.82;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
189.196.17.78;León de los Aldama;Guanajuato;MX;21.1291,-101.6737;AS262916 Mega Cable, S.A. de C.V.;America/Mexico_City;customer-leon-mca-17-78.megared.net.mx;37260;
41.231.47.222;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
118.173.236.80;Kamphaeng Phet;Kamphaeng Phet;TH;16.4834,99.5215;AS23969 TOT Public Company Limited;Asia/Bangkok;node-1aog.pool-118-173.dynamic.totinternet.net;62110;
110.78.43.74;Plai Phraya;Krabi;TH;8.5328,98.8637;AS9931 The Communication Authoity of Thailand, CAT;Asia/Bangkok;;81160;
41.226.24.10;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
185.216.50.220;Warsaw;Mazovia;PL;52.2298,21.0118;AS3169 Jacek Pasek BRK Network Devices;Europe/Warsaw;;00-002;
195.149.98.124;Zabrze;Silesia;PL;50.3249,18.7858;AS202220 Obsluga pc P.Dudzinski P.Jablonski P.Ral. B.Miller s.c.;Europe/Warsaw;195.149.98.124.obslugapc.pl;41-807;
171.5.136.143;Ubon Ratchathani;Ubon Ratchathani;TH;15.2384,104.8487;AS45758 Triple T Broadband Public Company Limited;Asia/Bangkok;mx-ll-171.5.136-143.dynamic.3bb.co.th;33130;
187.189.115.164;Sabinas;Coahuila;MX;27.8559,-101.1174;AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV;America/Monterrey;fixed-187-189-115-164.totalplay.net;26764;
196.203.183.26;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
61.19.144.161;Chiang Mai;Chiang Mai;TH;18.7904,98.9847;AS9931 The Communication Authoity of Thailand, CAT;Asia/Bangkok;;50000;
196.203.210.250;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
189.202.229.42;Tijuana;Baja California;MX;32.5027,-117.0037;AS18734 Operbes, S.A. de C.V.;America/Tijuana;42.189-202-229.bestelclientes.com.mx;22703;
37.247.217.158;Warsaw;Mazovia;PL;52.2298,21.0118;AS8374 Polkomtel Sp. z o.o.;Europe/Warsaw;;00-002;
79.189.36.218;Szczecin;West Pomerania;PL;53.4289,14.5530;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;ibk218.internetdsl.tpnet.pl;70-200;
168.194.90.89;Tijuana;Baja California;MX;32.5027,-117.0037;AS262913 Konecta de Mexico, S. de R.L. de C.V.;America/Tijuana;90.89.konectate.co;22703;
78.133.157.148;Warsaw;Mazovia;PL;52.2298,21.0118;AS12912 T-Mobile Polska S.A.;Europe/Warsaw;;00-002;
41.229.126.250;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37717 Centre de Calcul El Khawarizmi;Africa/Tunis;;;
78.11.113.146;Poznań;Greater Poland;PL;52.4069,16.9299;AS12741 Netia SA;Europe/Warsaw;78-11-113-146.static.ip.netia.com.pl;61-101;
202.129.1.122;Mae Chaem;Chiang Mai;TH;18.4993,98.3649;AS9931 The Communication Authoity of Thailand, CAT;Asia/Bangkok;;50270;
213.150.181.138;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37671 3S INF;Africa/Tunis;;;
187.189.138.142;Poza Rica de Hidalgo;Veracruz;MX;20.5331,-97.4595;AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV;America/Mexico_City;fixed-187-189-138-142.totalplay.net;93240;
189.162.11.193;León de los Aldama;Guanajuato;MX;21.1291,-101.6737;AS8151 UNINET;America/Mexico_City;dsl-189-162-11-193-dyn.prod-infinitum.com.mx;37260;
201.116.38.18;Tulancingo;Hidalgo;MX;20.0835,-98.3629;AS8151 UNINET;America/Mexico_City;static.customer-201-116-38-18.uninet-ide.com.mx;43700;
217.28.149.139;Warsaw;Mazovia;PL;52.2298,21.0118;AS12741 Netia SA;Europe/Warsaw;m139.c149.petrotel.pl;00-002;
41.226.36.162;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
182.52.143.248;Ban Chang;Rayong;TH;12.7254,101.0553;AS23969 TOT Public Company Limited;Asia/Bangkok;node-sfs.pool-182-52.dynamic.totinternet.net;21130;
193.151.96.23;Gorzyce Wielkie;Greater Poland;PL;51.6373,17.7295;"AS31423 Przedsiebiorstwo ""PROMAX"" Spolka Jawna Zofia Formanek-Okroj, Wieslaw Okroj";Europe/Warsaw;fgate.promax.media.pl;63-410;
41.225.9.209;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37671 3S INF;Africa/Tunis;;;
79.187.192.98;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;hhk98.internetdsl.tpnet.pl;00-002;
110.170.43.252;Samut Prakan;Samut Prakan;TH;13.5976,100.5972;AS7470 TRUE INTERNET Co.,Ltd.;Asia/Bangkok;110-170-43-252.static.asianet.co.th;10270;
187.207.40.30;Mexico City;Mexico City;MX;19.4285,-99.1277;AS8151 UNINET;America/Mexico_City;dsl-187-207-40-30-dyn.prod-infinitum.com.mx;03020;
41.229.16.140;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37717 Centre de Calcul El Khawarizmi;Africa/Tunis;;;
83.15.129.246;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;ekv246.internetdsl.tpnet.pl;00-002;
196.179.220.15;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37693 OOREDOO TUNISIE SA;Africa/Tunis;;;
187.157.10.20;Villahermosa;Tabasco;MX;17.9869,-92.9303;AS8151 UNINET;America/Mexico_City;customer-187-157-10-20-sta.uninet-ide.com.mx;86070;
41.231.228.35;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS328880 STE INTERNET SMART SOLUTIONS;Africa/Tunis;;;
49.231.25.107;Bangkok;Bangkok;TH;13.7540,100.5014;AS45458 SBN-ISP/AWN-ISP and SBN-NIX/AWN-NIX;Asia/Bangkok;;10200;
187.188.145.207;Zapopan;Jalisco;MX;20.7236,-103.3848;AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV;America/Mexico_City;fixed-187-188-145-207.totalplay.net;45136;
118.172.29.118;Nong Bua Lamphu;Nong Bua Lamphu;TH;17.2041,102.4407;AS23969 TOT Public Company Limited;Asia/Bangkok;node-5ti.pool-118-172.dynamic.totinternet.net;39000;
184.82.149.239;Samut Sakhon;Samut Sakhon;TH;13.5475,100.2736;AS133481 AIS Fibre;Asia/Bangkok;184-82-149-0.24.public.nky2-mser.myaisfibre.com;74000;
85.14.94.230;Gliwice;Silesia;PL;50.2976,18.6766;AS31242 P4 Sp. z o.o.;Europe/Warsaw;host-85.14.94.230.static.3s.pl;44-100;
187.188.107.252;Mexico City;Mexico City;MX;19.4285,-99.1277;AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV;America/Mexico_City;fixed-187-188-107-252.totalplay.net;03020;
41.225.23.28;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37671 3S INF;Africa/Tunis;;;
212.244.198.248;Chwaszczyno;Pomerania;PL;54.4438,18.4187;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;net3.marcopol.com.pl;80-209;
41.226.36.150;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
189.206.34.178;Mexico City;Mexico City;MX;19.4285,-99.1277;AS11172 Alestra, S. de R.L. de C.V.;America/Mexico_City;static-189-206-34-178.alestra.net.mx;03020;
88.220.32.114;Rembertów;Mazovia;PL;52.2606,21.1636;AS20804 Exatel S.A.;Europe/Warsaw;;05-555;
184.82.27.68;Chiang Mai;Chiang Mai;TH;18.7904,98.9847;AS133481 AIS Fibre;Asia/Bangkok;184-82-27-0.24.public.cmbp-mser.myaisfibre.com;50000;
217.76.120.23;Łódź;Łódź Voivodeship;PL;51.7706,19.4739;AS29553 Toya sp.z.o.o;Europe/Warsaw;120.23.rev.vline.pl;90-001;
41.231.46.206;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
177.247.37.202;Zapopan;Jalisco;MX;20.7236,-103.3848;AS262916 Mega Cable, S.A. de C.V.;America/Mexico_City;institutokenningar.edu.mx;45136;
125.25.203.71;Bangkok;Bangkok;TH;13.7540,100.5014;AS23969 TOT Public Company Limited;Asia/Bangkok;node-145j.pool-125-25.dynamic.totinternet.net;10200;
101.108.245.152;Bangkok;Bangkok;TH;13.7540,100.5014;AS23969 TOT Public Company Limited;Asia/Bangkok;node-1cig.pool-101-108.dynamic.totinternet.net;10200;
41.224.36.21;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37492 Orange Tunisie;Africa/Tunis;;;
201.168.136.74;Gobernantes;Querétaro;MX;20.6781,-100.4617;AS19332 COORDINADORA DE CARRIER'S, S.A. DE C.V.;America/Mexico_City;ip-201-168-136-74.marcatel.net.mx;76100;
49.49.63.231;Lampang;Lampang;TH;18.2923,99.4928;AS45758 Triple T Broadband Public Company Limited;Asia/Bangkok;mx-ll-49.49.63-231.dynamic.3bb.co.th;52000;
196.179.222.159;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37693 OOREDOO TUNISIE SA;Africa/Tunis;;;
46.253.223.19;Warsaw;Mazovia;PL;52.2298,21.0118;AS39507 Biznes Swiatlowodem Sp. z o.o.;Europe/Warsaw;komp-46-253-223-19.protonet.pl;00-002;
102.159.47.253;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
88.220.40.202;Warsaw;Mazovia;PL;52.2298,21.0118;AS20804 Exatel S.A.;Europe/Warsaw;ip-88-220-40-202.unregistered.net.exatel.pl;00-002;
159.192.253.172;Bangkok;Bangkok;TH;13.7540,100.5014;AS131090 CAT TELECOM Public Company Ltd,CAT;Asia/Bangkok;;10200;
182.52.224.26;Bangkok;Bangkok;TH;13.7540,100.5014;AS23969 TOT Public Company Limited;Asia/Bangkok;node-189m.pool-182-52.dynamic.totinternet.net;10200;
45.189.153.35;Zapopan;Jalisco;MX;20.7236,-103.3848;AS265611 EL PODER DE INTERNET;America/Mexico_City;hostpdi-45-189-153-35.dns-podernet.com.mx;45136;
46.170.8.26;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;oqi26.internetdsl.tpnet.pl;00-002;
91.236.73.114;Czempiń;Greater Poland;PL;52.1440,16.7641;AS198269 Adam Wojciechowski;Europe/Warsaw;91.236.73.114.czempin.net;64-020;
177.247.32.46;Salamanca;Guanajuato;MX;20.5720,-101.1915;AS13999 Mega Cable, S.A. de C.V.;America/Mexico_City;customer-zra-mca-32-46.megared.net.mx;36723;
196.203.147.26;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37671 3S INF;Africa/Tunis;;;
58.137.191.226;Bangkok;Bangkok;TH;13.7540,100.5014;AS4750 CS LOXINFO PUBLIC COMPANY LIMITED;Asia/Bangkok;;10200;
177.244.36.218;Culiacán;Sinaloa;MX;24.7903,-107.3878;AS262916 Mega Cable, S.A. de C.V.;America/Mazatlan;customer-cln-mca-36-218.megared.net.mx;80492;
41.224.0.219;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37492 Orange Tunisie;Africa/Tunis;;;
177.247.33.42;Salamanca;Guanajuato;MX;20.5720,-101.1915;AS13999 Mega Cable, S.A. de C.V.;America/Mexico_City;customer-nmca-33-42.megared.net.mx;36723;
161.82.184.42;Bangkok;Bangkok;TH;13.7540,100.5014;AS132280 Symphony Communication (Thailand) PCL.;Asia/Bangkok;;10200;
178.183.165.200;Warsaw;Mazovia;PL;52.2298,21.0118;AS12912 T-Mobile Polska S.A.;Europe/Warsaw;178.183.165.200.mobile.static.t-mobile.pl;00-002;
195.200.89.186;Wrocław;Lower Silesia;PL;51.1000,17.0333;AS61078 Trade Partner Sp.zo.o.;Europe/Warsaw;ip-195-200-89-186.r.tradepartner.pl;50-002;
41.226.165.203;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
189.206.185.42;Ciudad General Escobedo;Nuevo León;MX;25.7970,-100.3179;AS11172 Alestra, S. de R.L. de C.V.;America/Monterrey;static-189-206-185-42.alestra.net.mx;66050;
41.231.47.122;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
49.48.80.226;Nakhon Ratchasima;Nakhon Ratchasima;TH;14.9707,102.1020;AS45758 Triple T Broadband Public Company Limited;Asia/Bangkok;mx-ll-49.48.80-226.dynamic.3bb.co.th;30280;
187.140.3.2;Celaya;Guanajuato;MX;20.5235,-100.8157;AS8151 UNINET;America/Mexico_City;dsl-187-140-3-2-dyn.prod-infinitum.com.mx;38033;
82.177.34.84;Rembertów;Mazovia;PL;52.2606,21.1636;AS20804 Exatel S.A.;Europe/Warsaw;;05-555;
193.95.16.154;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37671 3S INF;Africa/Tunis;;;
83.14.205.178;Lublin;Lublin;PL;51.2500,22.5667;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;edx178.internetdsl.tpnet.pl;20-001;
89.25.208.158;Warsaw;Mazovia;PL;52.2298,21.0118;AS31242 P4 Sp. z o.o.;Europe/Warsaw;host-89.25.208.158.static.3s.pl;00-002;
185.210.127.102;Warsaw;Mazovia;PL;52.2298,21.0118;AS205671 MAIN Sp. z o.o.;Europe/Warsaw;185-210-127-102.ip.main.pl;00-002;
41.231.228.111;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS328880 STE INTERNET SMART SOLUTIONS;Africa/Tunis;;;
187.174.220.226;Mexico City;Mexico City;MX;19.4285,-99.1277;AS8151 UNINET;America/Mexico_City;customer-187-174-220-226.uninet-ide.com.mx;03020;
187.214.97.246;Puerto Vallarta;Jalisco;MX;20.6170,-105.2302;AS8151 UNINET;America/Mexico_City;dsl-187-214-97-246-dyn.prod-infinitum.com.mx;48360;
150.107.220.40;Bangkok;Bangkok;TH;13.7540,100.5014;AS38794 UIH;Asia/Bangkok;;10200;
110.78.43.114;Ban Mai Khao;Phuket;TH;8.1271,98.3074;AS9931 The Communication Authoity of Thailand, CAT;Asia/Bangkok;;83110;
201.117.239.20;Santiago de Querétaro;Querétaro;MX;20.5881,-100.3881;AS8151 UNINET;America/Mexico_City;customer-201-117-239-20.uninet-ide.com.mx;76120;
89.250.197.106;Warsaw;Mazovia;PL;52.2298,21.0118;AS41421 StarNet Telecom Sp. z o.o.;Europe/Warsaw;ip-89-250-197-106.rev.snt.net.pl;00-002;
125.24.200.149;Bangkok;Bangkok;TH;13.7540,100.5014;AS23969 TOT Public Company Limited;Asia/Bangkok;node-13md.pool-125-24.dynamic.totinternet.net;10200;
79.162.203.50;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;79.162.203.50.ipv4.public.orange.pl;00-002;
196.203.211.54;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
41.227.28.234;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37671 3S INF;Africa/Tunis;;;
193.95.54.28;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37671 3S INF;Africa/Tunis;mails.demcointer.com;;
61.19.108.126;Na Mon;Kalasin;TH;16.5765,103.7871;AS9931 The Communication Authoity of Thailand, CAT;Asia/Bangkok;;46230;
31.172.189.26;Warsaw;Mazovia;PL;52.2298,21.0118;AS31242 P4 Sp. z o.o.;Europe/Warsaw;host-31.172.189.26.static.3s.pl;00-002;
61.19.110.14;Mae Sai;Chiang Rai;TH;20.4335,99.8762;AS9931 The Communication Authoity of Thailand, CAT;Asia/Bangkok;;57130;
187.216.89.34;San José del Cabo;Baja California Sur;MX;23.0541,-109.7037;AS8151 UNINET;America/Mazatlan;customer-187-216-89-34.uninet-ide.com.mx;23429;
187.155.37.53;Mérida;Yucatán;MX;20.9754,-89.6170;AS8151 UNINET;America/Merida;dsl-187-155-37-53-dyn.prod-infinitum.com.mx;97203;
196.178.97.249;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37693 OOREDOO TUNISIE SA;Africa/Tunis;;;
189.223.251.54;Ensenada;Baja California;MX;31.8715,-116.6007;AS8151 UNINET;America/Tijuana;189.223.251.54.ded.telnor.net;22830;
185.129.34.79;Warsaw;Mazovia;PL;52.2298,21.0118;AS203628 Televoice Polska Sp. z o.o.;Europe/Warsaw;host-185.129.34.79.televoice.net.pl;00-002;
196.203.218.114;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
177.125.136.78;Ciudad Benito Juárez;Nuevo León;MX;25.6472,-100.0958;AS265523 Sierra Madre Internet SA de CV;America/Monterrey;;67256;
201.139.100.180;Puebla;Puebla;MX;19.0379,-98.2035;AS263114 Kiwi Networks;America/Mexico_City;100.139.201.in-addr.arpa.kiwinetworks.com;72270;
82.177.208.118;Warsaw;Mazovia;PL;52.2298,21.0118;AS20804 Exatel S.A.;Europe/Warsaw;;00-002;
58.136.236.244;Bangkok;Bangkok;TH;13.7540,100.5014;AS133481 AIS Fibre;Asia/Bangkok;;10200;
113.53.122.61;Bangkok;Bangkok;TH;13.7540,100.5014;AS23969 TOT Public Company Limited;Asia/Bangkok;node-o59.pool-113-53.dynamic.totinternet.net;10200;
41.230.4.92;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
187.251.96.250;Tijuana;Baja California;MX;32.5027,-117.0037;AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV;America/Tijuana;fixed-187-251-96-250.totalplay.net;22703;
157.25.17.154;Warsaw;Mazovia;PL;52.2298,21.0118;AS12912 T-Mobile Polska S.A.;Europe/Warsaw;;00-002;
134.236.31.78;Bangkok;Bangkok;TH;13.7540,100.5014;AS131090 CAT TELECOM Public Company Ltd,CAT;Asia/Bangkok;;10200;
41.229.140.130;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37717 Centre de Calcul El Khawarizmi;Africa/Tunis;;;
223.205.93.173;Tha Pla;Uttaradit;TH;17.7911,100.3761;AS45758 Triple T Broadband Public Company Limited;Asia/Bangkok;mx-ll-223.205.93-173.dynamic.3bb.in.th;53150;
83.12.112.166;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;gei166.internetdsl.tpnet.pl;00-002;
85.219.208.241;Warsaw;Mazovia;PL;52.2298,21.0118;AS43153 SFERANET S.A.;Europe/Warsaw;rev-208-241.sferanet.pl;00-002;
187.250.44.10;Tijuana;Baja California;MX;32.5027,-117.0037;AS8151 UNINET;America/Tijuana;187.250.44.10.dsl.dyn.telnor.net;22703;
187.188.80.108;Mexico City;Mexico City;MX;19.4285,-99.1277;AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV;America/Mexico_City;fixed-187-188-80-108.totalplay.net;03020;
41.224.35.20;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37492 Orange Tunisie;Africa/Tunis;;;
41.226.38.42;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
183.88.235.209;Bangkok;Bangkok;TH;13.7540,100.5014;AS45758 Triple T Broadband Public Company Limited;Asia/Bangkok;mx-ll-183.88.235-209.dynamic.3bb.in.th;10200;
101.51.97.146;Nakhon Pathom;Nakhon Pathom;TH;13.8196,100.0443;AS23969 TOT Public Company Limited;Asia/Bangkok;node-j9u.pool-101-51.dynamic.totinternet.net;73000;
118.173.81.206;Ban Ko Samet;Rayong;TH;12.5833,101.4500;AS23969 TOT Public Company Limited;Asia/Bangkok;node-g5q.pool-118-173.dynamic.totinternet.net;22120;
157.25.49.110;Warsaw;Mazovia;PL;52.2298,21.0118;AS12912 T-Mobile Polska S.A.;Europe/Warsaw;;00-002;
196.234.126.146;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37492 Orange Tunisie;Africa/Tunis;;;
91.227.218.234;Uście Gorlickie;Lesser Poland;PL;49.5219,21.1382;AS197840 Urszula Kolodziej trading as INTERSIEC;Europe/Warsaw;91-227-218-234.net.intersiec.net.pl;38-315;
189.240.12.34;Mexico City;Mexico City;MX;19.4285,-99.1277;AS8151 UNINET;America/Mexico_City;customer-189-240-12-34.uninet-ide.com.mx;03020;
196.203.50.126;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
1.20.207.196;Bang Lamung;Chon Buri;TH;13.0470,100.9289;AS23969 TOT Public Company Limited;Asia/Bangkok;;20150;
187.248.52.66;Dolores Hidalgo;Guanajuato;MX;21.1561,-100.9325;AS32098 Transtelco Inc;America/Mexico_City;187-248-52-66.internetmax.maxcom.net.mx;37800;
103.40.140.210;Bangkok;Bangkok;TH;13.7540,100.5014;AS38794 UIH;Asia/Bangkok;;10200;
134.236.47.247;Sukhothai;Sukhothai;TH;17.0078,99.8230;AS131090 CAT TELECOM Public Company Ltd,CAT;Asia/Bangkok;;64140;
189.199.112.130;San Luis Río Colorado;Sonora;MX;32.4561,-114.7719;AS13999 Mega Cable, S.A. de C.V.;America/Hermosillo;customer-slrc-mca-112-130.megared.net.mx;83517;
80.50.228.210;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;z.complex.do.tpnet.pl;00-002;
116.58.244.71;Khon Kaen;Khon Kaen;TH;16.4467,102.8330;AS131090 CAT TELECOM Public Company Ltd,CAT;Asia/Bangkok;;40140;
187.188.148.227;Hacienda Santa Fe;Jalisco;MX;20.5181,-103.3806;AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV;America/Mexico_City;fixed-187-188-148-227.totalplay.net;45653;
197.3.8.218;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
83.0.68.25;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;83.0.68.25.internetdsl.tpnet.pl;00-002;
189.248.202.91;Ciudad Juárez;Chihuahua;MX;31.7202,-106.4608;AS8151 UNINET;America/Ciudad_Juarez;dsl-189-248-202-91-dyn.prod-infinitum.com.mx;32030;
197.3.7.102;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37705 TOPNET;Africa/Tunis;;;
58.137.55.206;Bangkok;Bangkok;TH;13.7540,100.5014;AS4750 CS LOXINFO PUBLIC COMPANY LIMITED;Asia/Bangkok;;10200;
83.0.160.106;Wrocław;Lower Silesia;PL;51.1000,17.0333;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;olg106.internetdsl.tpnet.pl;50-002;
61.19.113.65;Uttaradit;Uttaradit;TH;17.6256,100.0942;AS9931 The Communication Authoity of Thailand, CAT;Asia/Bangkok;;53140;
195.117.104.119;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;;00-002;
41.225.5.219;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37671 3S INF;Africa/Tunis;mail.demcointer.com;;
187.248.61.122;Mexico City;Mexico City;MX;19.4285,-99.1277;AS32098 Transtelco Inc;America/Mexico_City;187-248-61-122.internetmax.maxcom.net.mx;03020;
110.78.43.118;Plai Phraya;Krabi;TH;8.5328,98.8637;AS9931 The Communication Authoity of Thailand, CAT;Asia/Bangkok;;81160;
197.14.12.221;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37693 OOREDOO TUNISIE SA;Africa/Tunis;;;
183.88.33.68;Bangkok;Bangkok;TH;13.7540,100.5014;AS45758 Triple T Broadband Public Company Limited;Asia/Bangkok;mx-ll-183.88.33-68.dynamic.3bb.co.th;10200;
201.116.217.105;Lindero Taboada;Guanajuato;MX;20.9786,-100.8036;AS8151 UNINET;America/Mexico_City;static.customer-201-116-217-105.uninet-ide.com.mx;37893;
190.148.132.117;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;;01001;
190.149.55.190;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;;01001;
